listing_id;area_m2;bedrooms;bathrooms;property_type;city;district;compound;latitude;longitude;month;year;price_per_m2;price;distance_to_center;luxury_score;project_avg_price;num_listings_in_project;target_price;material_costs_iron;material_costs_cement;usd_to_egp_rate;price_usd
1447;302;2;2;Apartment;Alexandria;6th October;Palm Hills;30.13880923;29.7632609;4;2025;31284;9447768;68.00372235;0.38;8472578;406;9447768;37500;3600;50.99584;185265.4648
1448;389;1;2;Apartment;Giza;Nasr City;Madinaty;30.63598096;31.5095699;7;2026;20856;8112984;105.0022962;1;8799266;192;8112984;37500;3600;;
1449;166;4;3;Villa;Cairo;Nasr City;Mountain View;30.27041042;30.86637157;8;2024;13752;2282832;8.302687522;0.31;2408831;260;2282832;37500;3600;48.92444444;46660.3561
1450;285;4;3;Villa;Alexandria;New Cairo;Palm Hills;29.94755945;31.3623882;3;2026;38489;10969365;111.8721634;0.2;13014025;590;10969365;37500;3600;51.898;211363.9254
1451;372;2;3;Villa;Alexandria;Sheikh Zayed;Rehab;31.46969891;30.69877521;5;2025;28305;10529460;79.31877233;0.18;10818612;322;10529460;37500;3600;50.23519231;209603.2585
1452;277;5;2;Villa;North Coast;Nasr City;Palm Hills;30.5782704;30.87929299;1;2025;12222;3385494;44.81584099;0.79;2853055;145;3385494;37500;3600;50.47022222;67079.03891
1453;300;2;1;Chalet;North Coast;New Cairo;;30.46818058;31.28085803;12;2026;23305;6991500;81.54333162;0.84;8334617;390;6991500;37500;3600;;
1454;318;4;3;Apartment;North Coast;New Cairo;Mountain View;30.13850762;30.11736718;5;2025;25585;8136030;86.00383248;0.71;7296333;193;8136030;37500;3600;50.23519231;161958.7709
1455;321;2;1;Chalet;North Coast;New Cairo;Marassi;30.642122;31.61762122;7;2024;22503;7223463;76.70687315;0.88;6613661;550;7223463;37500;3600;48.17374074;149946.0679
1456;64;4;2;Apartment;Giza;Nasr City;Rehab;30.87987228;30.55237087;10;2025;14300;915200;87.4743258;0.9;876797;50;915200;37500;3600;47.58140741;19234.40373
1457;320;5;3;Apartment;Cairo;6th October;Marassi;30.31790513;31.27122337;7;2024;29901;9568320;16.84569286;0.79;10645428;510;9568320;37500;3600;48.17374074;198621.0714
1458;113;1;3;Chalet;Cairo;New Cairo;Palm Hills;30.61671128;30.31520046;6;2026;16589;1874557;65.11928254;0.65;1505102;552;1874557;37500;3600;;
1459;106;1;3;Villa;North Coast;Maadi;Beverly Hills;30.20303778;31.25618701;10;2025;30972;3283032;38.57834298;0.77;3734396;396;3283032;37500;3600;47.58140741;68998.21125
1460;274;2;2;Chalet;Giza;6th October;Beverly Hills;30.69711224;29.60880298;2;2025;31077;8515098;16.36564883;0.96;10092664;311;8515098;37500;3600;50.49095833;168645.9968
1461;236;4;2;Chalet;Giza;6th October;Madinaty;31.13826462;31.82315458;8;2026;38727;9139572;84.92357179;0.72;10033610;167;9139572;37500;3600;;
1462;68;1;2;Chalet;Giza;Maadi;Beverly Hills;29.90236286;31.46723677;5;2026;12681;862308;72.48057713;0.74;694383;97;862308;37500;3600;;
1463;158;4;1;Apartment;Cairo;Nasr City;Rehab;30.68032624;31.16201391;12;2024;30684;4848072;119.9319775;0.34;5732649;425;4848072;37500;3600;50.57423077;95860.51881
1464;79;5;1;Villa;North Coast;Nasr City;Palm Hills;30.47891724;30.30970536;11;2025;31506;2488974;100.8508009;0.48;1999174;330;2488974;37500;3600;47.37608;52536.5121
1465;300;2;3;Apartment;Giza;Sheikh Zayed;;29.92587028;31.60646883;3;2025;29926;8977800;49.60443921;0.96;9608961;285;8977800;37500;3600;50.609;177395.3249
1466;120;4;3;Chalet;Giza;Nasr City;;31.39886541;31.41921488;9;2024;35133;4215960;93.76120975;0.89;3374510;97;4215960;37500;3600;48.46972;86981.31534
1467;237;2;2;Chalet;North Coast;Sheikh Zayed;Rehab;30.24173307;30.63271121;8;2025;9699;2298663;23.13573334;0.15;2118343;394;2298663;37500;3600;48.49023077;47404.662
1468;397;4;2;Apartment;Giza;New Cairo;Mountain View;30.75983961;29.99362459;11;2026;10739;4263383;56.97248264;0.1;4689346;62;4263383;37500;3600;;
1469;121;4;2;Apartment;Cairo;Nasr City;Palm Hills;30.43345443;29.93878501;12;2024;13365;1617165;49.0092889;0.45;1902263;356;1617165;37500;3600;50.57423077;31976.06717
1470;204;5;3;Villa;Alexandria;Nasr City;Madinaty;30.2609256;30.72048976;11;2026;33264;6785856;73.67125202;0.18;5499515;115;6785856;37500;3600;;
1471;275;2;2;Chalet;Cairo;Maadi;Rehab;30.69620711;31.45852024;7;2025;12027;3307425;96.76416969;0.96;3738604;567;3307425;37500;3600;49.29022222;67101.03649
1472;62;3;1;Apartment;North Coast;New Cairo;Beverly Hills;30.97134861;31.28616307;5;2024;29265;1814430;55.93995326;0.75;1794498;196;1814430;37500;3600;47.291;38367.34262
1473;219;4;1;Apartment;North Coast;Heliopolis;Madinaty;31.13540984;30.73391072;7;2025;17246;3776874;103.9103423;0.84;3903229;140;3776874;37500;3600;49.29022222;76625.21753
1474;286;4;3;Apartment;Cairo;Heliopolis;Madinaty;30.87767161;30.01106812;8;2025;18987;5430282;90.62125253;0.66;5230778;341;5430282;37500;3600;48.49023077;111987.1346
1475;328;1;3;Apartment;Alexandria;Sheikh Zayed;Mountain View;30.69470318;30.09807622;10;2025;12155;3986840;33.15126384;0.79;3725297;246;3986840;37500;3600;47.58140741;83789.87124
1476;179;2;1;Chalet;North Coast;New Cairo;Beverly Hills;31.1213448;29.64409368;8;2026;37581;6726999;64.40744862;0.23;5873984;248;6726999;37500;3600;;
1477;148;3;2;Villa;North Coast;Heliopolis;Marassi;30.67967503;29.94199033;8;2024;8300;1228400;102.2101033;0.99;1160196;509;1228400;37500;3600;48.92444444;25108.1032
1478;388;5;3;Apartment;Cairo;6th October;Palm Hills;31.45618562;29.5318983;9;2026;17895;6943260;90.65220765;0.59;8021200;428;6943260;37500;3600;;
1479;127;3;3;Apartment;Alexandria;Maadi;Marassi;30.6954592;31.1862369;11;2025;17722;2250694;98.68386428;0.34;1878730;433;2250694;37500;3600;47.37608;47506.96976
1480;157;5;3;Villa;Alexandria;6th October;Marassi;30.33932015;30.97059888;6;2025;20375;3198875;31.71651689;0.99;3793150;540;3198875;37500;3600;49.96068;64027.8515
1481;326;3;1;Chalet;Alexandria;Heliopolis;Mountain View;30.55881538;31.96989084;7;2026;32430;10572180;93.81602882;0.02;9074810;64;10572180;37500;3600;;
1482;164;3;3;Apartment;North Coast;Sheikh Zayed;;30.63298313;31.40693272;11;2024;10237;1678868;49.2808111;0.69;1375142;135;1678868;37500;3600;49.38453846;33995.82242
1483;382;2;1;Villa;Alexandria;Nasr City;Madinaty;30.28192635;30.1156013;10;2026;18972;7247304;115.2411129;0.83;7378297;548;7247304;37500;3600;;
1484;182;1;1;Villa;Cairo;Nasr City;Madinaty;30.0698628;31.26973079;9;2025;15137;2754934;56.43926646;0.09;3305317;406;2754934;37500;3600;48.24915385;57098.07904
1485;88;3;2;Chalet;North Coast;Nasr City;Palm Hills;30.5333518;29.53042938;10;2026;21124;1858912;107.7372908;0.81;2077468;512;1858912;37500;3600;;
1486;196;4;2;Villa;Alexandria;Sheikh Zayed;Mountain View;31.32495579;31.9653941;3;2026;29982;5876472;79.91080436;0.7;5686653;289;5876472;37500;3600;51.898;113231.1842
1487;254;4;2;Chalet;Giza;6th October;Rehab;30.23440299;31.03608827;6;2024;34694;8812276;112.0684178;0.3;9852388;402;8812276;37500;3600;47.71948;184668.3157
1488;285;4;3;Villa;Alexandria;Sheikh Zayed;Madinaty;30.41509173;29.79917541;11;2024;34609;9863565;68.33183615;0.12;11181290;430;9863565;37500;3600;49.38453846;199729.8205
1489;391;1;1;Apartment;Alexandria;Sheikh Zayed;Palm Hills;31.08812913;30.74629803;10;2025;39858;15584478;29.25192793;0.77;13943892;63;15584478;37500;3600;47.58140741;327532.9346
1490;229;3;3;Chalet;North Coast;6th October;Rehab;29.9398646;31.85153587;4;2024;22702;5198758;78.61286813;0.92;4256406;330;5198758;37500;3600;47.82165385;108711.3803
1491;68;5;1;Villa;Cairo;Heliopolis;Beverly Hills;31.20261994;31.62425016;2;2026;22037;1498516;31.54943541;0.43;1742868;266;1498516;37500;3600;47.20795833;31742.86821
1492;99;5;3;Apartment;Giza;Nasr City;Marassi;31.02447399;30.24729743;5;2026;33040;3270960;102.2340087;0.57;2896008;220;3270960;37500;3600;;
1493;84;2;1;Villa;North Coast;Maadi;Mountain View;30.73459904;30.49036599;4;2025;21182;1779288;11.19808232;0.4;1772993;457;1779288;37500;3600;50.99584;34890.846
1494;320;1;2;Apartment;Alexandria;Sheikh Zayed;;30.15611395;31.63389533;4;2026;35264;11284480;29.53969695;0.76;10035264;463;11284480;37500;3600;54.578;206758.7673
1495;285;3;2;Chalet;North Coast;Sheikh Zayed;Rehab;29.95755355;31.75002899;8;2024;13023;3711555;94.24079253;0.86;3498474;522;3711555;37500;3600;48.92444444;75862.99737
1496;183;4;3;Apartment;North Coast;6th October;Madinaty;30.19392248;31.78649261;3;2025;27138;4966254;50.69084417;0.61;5242568;58;4966254;37500;3600;50.609;98129.85833
1497;97;1;1;Villa;Giza;Heliopolis;Beverly Hills;31.09454191;31.86972381;7;2024;20415;1980255;19.88625405;0.49;2019108;163;1980255;37500;3600;48.17374074;41106.52338
1498;387;1;2;Apartment;Alexandria;Maadi;Palm Hills;31.38694085;30.75135514;10;2024;20522;7942014;119.3223617;0.71;9321868;325;7942014;37500;3600;48.57340741;163505.3916
1499;310;3;1;Apartment;North Coast;Sheikh Zayed;Palm Hills;31.05440993;31.6537976;10;2025;31222;9678820;55.32305726;0.43;9205735;552;9678820;37500;3600;47.58140741;203416.0091
1500;235;2;3;Chalet;Cairo;New Cairo;Beverly Hills;30.69694894;30.36743329;5;2026;10025;2355875;57.89092319;0.62;2303212;576;2355875;37500;3600;;
1501;149;2;2;Apartment;Giza;Maadi;Mountain View;31.41616065;31.59526681;11;2026;12494;1861606;42.98397217;0.51;1493475;141;1861606;37500;3600;;
1502;96;2;3;Apartment;North Coast;Sheikh Zayed;Marassi;31.20856448;30.36866183;4;2024;15740;1511040;8.859482651;0.18;1381972;532;1511040;37500;3600;47.82165385;31597.40156
1503;375;4;3;Villa;Giza;Maadi;Madinaty;30.91492345;31.02079481;11;2025;11511;4316625;29.78851261;0.4;4707974;478;4316625;37500;3600;47.37608;91114.01788
1504;235;4;1;Villa;North Coast;Heliopolis;Marassi;29.86443799;30.67116235;3;2025;14694;3453090;34.35003209;0.26;3752883;356;3453090;37500;3600;50.609;68230.74947
1505;343;3;3;Chalet;North Coast;New Cairo;Mountain View;30.28914696;31.732348;11;2026;19751;6774593;68.9643027;0.28;5897903;229;6774593;37500;3600;;
1506;140;2;3;Chalet;North Coast;New Cairo;Mountain View;30.32395716;29.66630222;10;2024;18773;2628220;112.40919;0.01;3138309;56;2628220;37500;3600;48.57340741;54108.20736
1507;173;3;1;Chalet;Cairo;Maadi;Marassi;30.39031695;31.87198288;3;2026;14034;2427882;17.63304672;0.83;2380498;82;2427882;37500;3600;51.898;46781.80277
1508;99;2;1;Villa;Cairo;Nasr City;;30.46195562;30.65523624;7;2025;39932;3953268;116.9864573;0.03;3572964;70;3953268;37500;3600;49.29022222;80203.8989
1509;360;1;3;Apartment;Cairo;Maadi;Rehab;31.39692776;30.70348246;5;2025;35313;12712680;57.41334203;0.77;13869109;368;12712680;37500;3600;50.23519231;253063.2295
1510;283;5;2;Chalet;North Coast;6th October;Rehab;31.06118309;31.56954247;5;2024;25115;7107545;70.37870515;0.17;7402007;420;7107545;37500;3600;47.291;150293.8191
1511;377;5;2;Villa;Cairo;Nasr City;Mountain View;30.97628948;31.16545494;12;2026;14417;5435209;5.165652021;0.93;5334564;65;5435209;37500;3600;;
1512;174;2;1;Villa;Giza;Heliopolis;Rehab;30.52507543;31.88427495;12;2024;15925;2770950;102.2590592;0.81;3110955;146;2770950;37500;3600;50.57423077;54789.76067
1513;245;3;3;Chalet;Cairo;New Cairo;Rehab;30.37383433;30.86654045;7;2025;10876;2664620;104.1954089;0.12;2792695;96;2664620;37500;3600;49.29022222;54059.80902
1514;382;4;2;Villa;Giza;Nasr City;;30.00328292;30.89662953;8;2026;34540;13194280;90.64816644;0.8;15662239;398;13194280;37500;3600;;
1515;115;2;1;Apartment;Alexandria;New Cairo;;30.57094231;31.92925666;12;2026;21066;2422590;18.28714738;0.36;2742733;507;2422590;37500;3600;;
1516;99;2;1;Villa;Alexandria;New Cairo;Beverly Hills;30.14908204;31.81610048;6;2025;27980;2770020;49.14319252;0.91;2823536;196;2770020;37500;3600;49.96068;55444.00116
1517;99;4;1;Villa;Cairo;New Cairo;Palm Hills;30.46471769;30.02173241;10;2024;14822;1467378;114.7000267;0.51;1551936;255;1467378;37500;3600;48.57340741;30209.49277
1518;296;2;3;Apartment;Cairo;6th October;Marassi;30.06586514;30.26736199;8;2026;16155;4781880;51.22612235;0.73;4823312;154;4781880;37500;3600;;
1519;348;1;1;Chalet;Giza;6th October;;30.38479305;31.0633471;3;2024;24833;8641884;42.49500672;0.02;8475741;77;8641884;37500;3600;44.53108;194064.1008
1520;321;4;2;Villa;North Coast;Sheikh Zayed;Palm Hills;29.87306493;31.84843751;7;2024;27116;8704236;11.1877018;0.06;9288788;590;8704236;37500;3600;48.17374074;180684.2455
1521;275;1;3;Apartment;Giza;Heliopolis;Palm Hills;29.81023944;30.90839205;2;2024;23650;6503750;10.4824513;0;5798632;278;6503750;37500;3600;30.89584;210505.6862
1522;206;5;2;Chalet;Alexandria;6th October;Beverly Hills;31.27884568;31.33205739;12;2026;30365;6255190;52.48039816;0.03;5716404;232;6255190;37500;3600;;
1523;395;4;2;Apartment;North Coast;Heliopolis;Mountain View;30.89014898;29.73499671;10;2026;38299;15128105;65.30852875;0.55;13359868;266;15128105;37500;3600;;
1524;227;4;2;Villa;Giza;New Cairo;Beverly Hills;30.79903331;30.8065604;7;2025;39334;8928818;99.15122151;0.78;9244560;371;8928818;37500;3600;49.29022222;181147.8544
1525;151;3;3;Apartment;Cairo;Heliopolis;Mountain View;30.67344983;29.86900416;8;2026;11872;1792672;108.9502105;0.05;2083765;67;1792672;37500;3600;;
1526;118;3;2;Chalet;Alexandria;Maadi;Mountain View;31.0354396;30.15158029;3;2026;21534;2541012;48.57152653;0.27;3010230;200;2541012;37500;3600;51.898;48961.65556
1527;118;4;1;Chalet;Alexandria;Heliopolis;Palm Hills;31.05148153;29.91576143;5;2025;39774;4693332;101.3708267;0.46;4105551;77;4693332;37500;3600;50.23519231;93427.17295
1528;363;5;1;Chalet;Cairo;Nasr City;;31.38992733;29.91478015;4;2026;33033;11990979;65.69844125;0.51;10669054;427;11990979;37500;3600;54.578;219703.5252
1529;228;2;2;Apartment;Giza;Maadi;Madinaty;30.21549785;31.97926883;2;2026;31787;7247436;116.7460331;0.66;7186034;423;7247436;37500;3600;47.20795833;153521.4878
1530;328;3;1;Apartment;Cairo;New Cairo;Palm Hills;31.13483798;30.2456134;2;2026;19537;6408136;111.573607;0.07;6653756;211;6408136;37500;3600;47.20795833;135742.7058
1531;104;5;3;Chalet;Giza;Maadi;Beverly Hills;31.48496816;30.91371228;5;2025;16414;1707056;85.86420366;0.77;1703067;341;1707056;37500;3600;50.23519231;33981.2773
1532;240;5;3;Chalet;Alexandria;Nasr City;Palm Hills;29.84933716;29.55021355;10;2025;31216;7491840;23.5173842;0.15;6884775;98;7491840;37500;3600;47.58140741;157453.0979
1533;229;3;1;Chalet;Cairo;Sheikh Zayed;Beverly Hills;30.43577522;31.51596549;5;2026;13774;3154246;111.0309543;0.41;3419362;69;3154246;37500;3600;;
1534;250;2;1;Villa;Alexandria;Sheikh Zayed;Palm Hills;30.54126097;31.20056935;2;2026;18815;4703750;14.89724707;0.28;4100848;440;4703750;37500;3600;47.20795833;99638.92034
1535;214;3;3;Villa;Alexandria;Heliopolis;Rehab;31.19711496;30.07194629;8;2024;37958;8123012;98.38441856;0.49;6791318;114;8123012;37500;3600;48.92444444;166031.7678
1536;247;5;2;Villa;North Coast;Heliopolis;Beverly Hills;29.82336381;29.59015022;1;2024;28462;7030114;59.81978218;0.21;6215179;194;7030114;37500;3600;30.88973077;227587.4158
1537;66;1;3;Chalet;Cairo;6th October;;30.8176532;30.18645247;3;2024;12408;818928;73.76600734;0.71;947849;287;818928;37500;3600;44.53108;18390.03231
1538;192;3;2;Villa;Alexandria;Maadi;;31.31738398;31.07145099;2;2025;9148;1756416;104.6836243;0.61;1547988;432;1756416;37500;3600;50.49095833;34786.74317
1539;294;5;1;Chalet;Giza;6th October;Rehab;30.050966;29.53800721;10;2024;35184;10344096;95.36859028;0.63;10177194;162;10344096;37500;3600;48.57340741;212958.0063
1540;104;3;1;Apartment;Cairo;6th October;Mountain View;29.99647515;29.68839701;6;2025;11967;1244568;7.956161583;0.72;1119786;216;1244568;37500;3600;49.96068;24910.94997
1541;373;5;2;Chalet;Giza;Maadi;Palm Hills;31.49963695;30.5233683;7;2024;10068;3755364;45.03216764;0.21;4385313;164;3755364;37500;3600;48.17374074;77954.58568
1542;308;2;2;Chalet;Giza;Maadi;Palm Hills;31.20413019;29.93999787;6;2026;24295;7482860;116.4845868;0.57;8391410;158;7482860;37500;3600;;
1543;90;5;3;Villa;Giza;Nasr City;Mountain View;30.98561148;31.07952511;4;2025;35403;3186270;43.35639684;0.56;3030311;347;3186270;37500;3600;50.99584;62480.97884
1544;82;4;2;Apartment;Cairo;Maadi;Marassi;30.4782681;29.9366477;2;2026;28117;2305594;96.85372815;0.66;2591785;562;2305594;37500;3600;47.20795833;48839.09581
1545;219;1;1;Apartment;Giza;Maadi;Madinaty;31.25173706;31.98403718;10;2025;34120;7472280;87.68939832;0.78;8894174;121;7472280;37500;3600;47.58140741;157042.013
1546;217;5;1;Apartment;Cairo;Heliopolis;Beverly Hills;31.36871411;30.5895322;4;2024;15116;3280172;114.7720066;0.9;3398562;242;3280172;37500;3600;47.82165385;68591.77248
1547;98;3;1;Villa;North Coast;6th October;Madinaty;31.04509453;29.8707917;9;2024;28194;2763012;114.0291179;0.12;2452039;54;2763012;37500;3600;48.46972;57004.90946
1548;141;3;2;Villa;Giza;Sheikh Zayed;Marassi;30.47676113;29.68458498;2;2026;29706;4188546;55.42130628;0.12;3935383;197;4188546;37500;3600;47.20795833;88725.42147
1549;317;5;2;Villa;Cairo;New Cairo;Mountain View;30.79201308;30.55140089;7;2026;21005;6658585;28.11749793;0.11;6716659;252;6658585;37500;3600;;
1550;265;4;1;Villa;Giza;Sheikh Zayed;Marassi;29.96747935;31.5227305;4;2025;39989;10597085;36.83289563;0.89;10962091;173;10597085;37500;3600;50.99584;207802.9306
1551;136;5;2;Villa;Alexandria;Maadi;Madinaty;30.06863481;30.59708773;11;2024;29497;4011592;36.05987772;0.34;4519795;251;4011592;37500;3600;49.38453846;81231.74024
1552;71;2;3;Chalet;Giza;New Cairo;;31.13116348;29.85270063;3;2026;12599;894529;75.95885266;0.67;884047;125;894529;37500;3600;51.898;17236.29042
1553;354;4;3;Apartment;Alexandria;Maadi;Marassi;29.8498363;30.72177257;9;2025;20446;7237884;44.6702381;0.37;5916594;173;7237884;37500;3600;48.24915385;150010.5893
1554;283;5;2;Villa;Alexandria;Heliopolis;Palm Hills;29.8836332;30.34342658;3;2026;35266;9980278;104.3070525;0.48;8243220;144;9980278;37500;3600;51.898;192305.638
1555;72;1;2;Apartment;Giza;Nasr City;Rehab;30.66363994;30.75467142;5;2026;21556;1552032;36.90825366;0.62;1805574;167;1552032;37500;3600;;
1556;105;4;1;Villa;Giza;Maadi;Palm Hills;30.08989977;30.47784309;9;2025;27754;2914170;118.8243299;0.42;3064916;69;2914170;37500;3600;48.24915385;60398.3649
1557;214;5;2;Chalet;Alexandria;New Cairo;;30.29929693;31.11972276;11;2025;25891;5540674;79.85439135;0.09;6213655;502;5540674;37500;3600;47.37608;116950.8748
1558;172;1;1;Apartment;North Coast;Heliopolis;Madinaty;30.47801342;31.50906143;3;2024;18927;3255444;43.33421136;0.58;3496891;231;3255444;37500;3600;44.53108;73104.98645
1559;292;5;3;Villa;Cairo;Nasr City;Beverly Hills;30.68783418;31.71613299;10;2026;20310;5930520;70.72954586;0.89;6884564;387;5930520;37500;3600;;
1560;76;2;2;Chalet;Giza;Heliopolis;Beverly Hills;30.28200903;31.35322529;9;2024;35580;2704080;44.03688915;0.51;2182835;322;2704080;37500;3600;48.46972;55789.05758
1561;282;3;3;Chalet;Alexandria;New Cairo;Beverly Hills;30.622029;30.38755751;11;2025;19861;5600802;62.31909121;0.91;5499342;55;5600802;37500;3600;47.37608;118220.0385
1562;247;5;2;Apartment;Cairo;Nasr City;Rehab;30.43016378;30.62114507;6;2025;14414;3560258;63.58385589;0.58;3039199;103;3560258;37500;3600;49.96068;71261.19981
1563;222;4;2;Villa;Giza;6th October;Rehab;29.93775289;31.10441365;7;2025;8813;1956486;92.06862653;0.67;1956064;276;1956486;37500;3600;49.29022222;39693.18684
1564;385;5;1;Chalet;Cairo;New Cairo;Marassi;31.27411655;30.04957129;8;2024;27193;10469305;54.16868759;0.32;12155997;65;10469305;37500;3600;48.92444444;213989.2465
1565;133;5;1;Chalet;Alexandria;6th October;Palm Hills;30.27832204;31.25440705;5;2025;37111;4935763;113.8893125;0.42;4739371;449;4935763;37500;3600;50.23519231;98253.09257
1566;292;5;2;Chalet;Giza;Heliopolis;;30.83593455;31.12447441;11;2024;34974;10212408;12.7149568;0.61;8628720;573;10212408;37500;3600;49.38453846;206793.6305
1567;283;5;2;Apartment;North Coast;6th October;Beverly Hills;30.76866037;31.1412178;2;2025;23340;6605220;39.19767605;0.8;5873432;256;6605220;37500;3600;50.49095833;130819.858
1568;378;4;1;Apartment;Cairo;Maadi;Marassi;30.13858353;30.33331732;7;2024;10061;3803058;89.89213344;0.72;3812413;187;3803058;37500;3600;48.17374074;78944.62713
1569;119;4;3;Villa;Giza;Sheikh Zayed;Madinaty;29.85092889;31.00391716;7;2026;19229;2288251;71.95774207;0.66;2424895;417;2288251;37500;3600;;
1570;394;5;2;Villa;Cairo;Nasr City;Rehab;31.25678341;29.99432987;12;2024;34671;13660374;15.75351799;0.95;10934059;56;13660374;37500;3600;50.57423077;270105.4231
1571;281;3;1;Apartment;Cairo;New Cairo;Marassi;30.64607275;29.97423994;2;2024;34412;9669772;97.838684;0.04;9235925;362;9669772;37500;3600;30.89584;312979.741
1572;96;5;2;Apartment;Giza;Heliopolis;Rehab;30.50459478;31.42130199;7;2024;14295;1372320;80.02780834;0.89;1452965;449;1372320;37500;3600;48.17374074;28486.88889
1573;337;4;1;Apartment;Giza;6th October;Palm Hills;31.09694788;30.44890087;3;2025;13044;4395828;70.49078255;0.43;4660286;148;4395828;37500;3600;50.609;86858.62198
1574;255;2;3;Chalet;Giza;Heliopolis;Beverly Hills;29.85637017;30.86149704;10;2024;25938;6614190;105.25566;0.18;6909980;443;6614190;37500;3600;48.57340741;136168.9524
1575;301;5;2;Apartment;Alexandria;Maadi;Madinaty;31.10086598;30.23185545;10;2026;22214;6686414;100.2834464;0.11;5395421;487;6686414;37500;3600;;
1576;383;5;2;Villa;Giza;New Cairo;Palm Hills;30.49515459;30.08963755;6;2024;30252;11586516;38.61448597;0.98;13137113;526;11586516;37500;3600;47.71948;242804.7414
1577;278;5;3;Chalet;Cairo;Heliopolis;Marassi;30.7377603;31.44966691;9;2024;37230;10349940;65.83139686;0.96;11389646;529;10349940;37500;3600;48.46972;213534.1405
1578;251;5;2;Apartment;Giza;Maadi;Marassi;31.07914671;31.48545286;4;2025;37311;9365061;103.2524944;0.99;8390834;577;9365061;37500;3600;50.99584;183643.6266
1579;76;1;2;Villa;Alexandria;New Cairo;;30.72957801;31.59071291;12;2026;39057;2968332;8.710020111;0.6;2916416;354;2968332;37500;3600;;
1580;71;5;2;Apartment;Alexandria;Maadi;Mountain View;29.90501278;31.63611311;1;2025;13937;989527;40.10016198;0.51;1163545;223;989527;37500;3600;50.47022222;19606.155
1581;252;4;1;Villa;Giza;Maadi;Palm Hills;31.03862152;30.52844907;10;2026;17594;4433688;47.24100052;0.67;4628908;316;4433688;37500;3600;;
1582;81;4;1;Chalet;Cairo;Sheikh Zayed;Madinaty;31.13678078;31.52241828;4;2026;27518;2228958;33.40847645;0.33;2446821;284;2228958;37500;3600;54.578;40839.86222
1583;179;1;2;Chalet;Alexandria;6th October;Beverly Hills;30.58521837;30.36483601;3;2026;9969;1784451;61.50042192;0.31;1947929;280;1784451;37500;3600;51.898;34383.81055
1584;269;5;3;Villa;Cairo;Nasr City;Rehab;30.54640099;29.63129505;5;2026;39178;10538882;95.74731927;0.56;10781972;232;10538882;37500;3600;;
1585;365;3;3;Villa;North Coast;Nasr City;Mountain View;30.22827345;31.22334382;7;2026;18648;6806520;58.07040402;0.87;6858565;56;6806520;37500;3600;;
1586;329;5;2;Chalet;Alexandria;New Cairo;Madinaty;30.89507669;29.99739855;8;2026;36966;12161814;6.078884739;0.96;14256395;126;12161814;37500;3600;;
1587;251;4;1;Chalet;North Coast;New Cairo;Beverly Hills;31.29938047;30.62868016;11;2025;32157;8071407;102.607168;0.34;8069740;153;8071407;37500;3600;47.37608;170368.8233
1588;234;2;1;Villa;Alexandria;Heliopolis;Palm Hills;30.91514686;29.9096735;3;2026;36683;8583822;25.40157718;0.9;7321640;275;8583822;37500;3600;51.898;165397.9344
1589;344;2;2;Villa;Cairo;Heliopolis;Rehab;31.11125231;30.47884068;5;2026;31279;10759976;52.34398825;0.13;11293776;561;10759976;37500;3600;;
1590;263;3;1;Apartment;North Coast;Sheikh Zayed;Madinaty;31.2236746;31.71216575;12;2026;23444;6165772;3.450019375;0.14;5806583;210;6165772;37500;3600;;
1591;223;5;1;Apartment;Cairo;New Cairo;Mountain View;30.18444513;31.03288044;12;2024;14070;3137610;53.30062222;0.95;2567714;288;3137610;37500;3600;50.57423077;62039.69793
1592;310;1;3;Chalet;Alexandria;Nasr City;Beverly Hills;30.48357737;29.87034776;8;2025;34953;10835430;45.58747917;0.93;10166684;378;10835430;37500;3600;48.49023077;223455.938
1593;286;5;2;Chalet;Cairo;6th October;Beverly Hills;30.54113135;31.3137529;7;2024;17697;5061342;35.40573274;0.12;6005569;439;5061342;37500;3600;48.17374074;105064.3343
1594;66;3;1;Apartment;North Coast;Sheikh Zayed;Rehab;30.75013062;31.61960863;5;2025;34328;2265648;112.5344721;0.91;2462139;487;2265648;37500;3600;50.23519231;45100.81272
1595;88;3;1;Apartment;Giza;New Cairo;Palm Hills;29.88360961;29.91598151;8;2024;27820;2448160;81.71618967;0.48;2400612;155;2448160;37500;3600;48.92444444;50039.60756
1596;92;3;1;Chalet;Giza;Sheikh Zayed;Rehab;30.80029219;31.36024151;6;2025;33494;3081448;109.939002;0.84;3565424;356;3081448;37500;3600;49.96068;61677.46316
1597;193;2;2;Chalet;Alexandria;Sheikh Zayed;Palm Hills;29.95048652;30.87281281;7;2024;28426;5486218;56.53209678;0.29;5298328;510;5486218;37500;3600;48.17374074;113883.994
1598;138;5;2;Villa;Giza;Sheikh Zayed;Marassi;31.17116882;31.01065958;3;2025;29344;4049472;62.41725546;0.71;4401500;289;4049472;37500;3600;50.609;80014.85902
1599;117;5;1;Villa;Alexandria;New Cairo;Marassi;31.43713738;31.84756225;2;2026;10404;1217268;113.9140983;0.88;1431276;364;1217268;37500;3600;47.20795833;25785.22866
1600;85;1;3;Chalet;Cairo;Maadi;Palm Hills;30.29259031;29.5914018;2;2026;29844;2536740;55.47379881;0.8;2065993;161;2536740;37500;3600;47.20795833;53735.43126
